logical_path,ext,size_bytes,depth,sha256,kind
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/NARRATIVEOS_v21_COMPLETE_MASTER_SYSTEM.docx,docx,49284,0,4a3a71c24a19e9bc5ec6dd4431a0dc0be5c5d49587705ad3b313aa4f652b411b,payload
WRITING_ARCHITECT.zip!__MACOSX/WRITING_ARCHITECT/._NARRATIVEOS_v21_COMPLETE_MASTER_SYSTEM.docx,docx,219,0,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/ULTIMATE_PROSE_SYSTEM_v2.1_IMPLEMENTATION.md,md,74542,0,9216a9909d5de2c8a79c4903601426d31c75f4bf9905f79fdc1270101662b545,payload
WRITING_ARCHITECT.zip!__MACOSX/WRITING_ARCHITECT/._ULTIMATE_PROSE_SYSTEM_v2.1_IMPLEMENTATION.md,md,219,0,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Book_Bible.docx,docx,27794,0,34ecaccedc5cdc866aee391cb47204cc34c8b010d195b38fa8232f7c4ea96529,payload
WRITING_ARCHITECT.zip!__MACOSX/WRITING_ARCHITECT/._Book_Bible.docx,docx,275,0,b9f955d695e0703f6cd784e0d14d4c8bf88d5e45e6ee70e2a85573b3195cf775,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/The_Held-Breath_Voice.docx,docx,19297,0,5611c7c8551fde3a3c3ecf9c1a6ddf20645114546094b65db6c9a726b0be4bae,payload
WRITING_ARCHITECT.zip!__MACOSX/WRITING_ARCHITECT/._The_Held-Breath_Voice.docx,docx,219,0,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/NARRATIVEOS_v24_3_PROJECT_DEPLOYMENT_LAYER.docx,docx,41982,0,e29a1a554791a9a99bda71ad488f05f8c0853c7f3b20557fd97949a00a829fcc,payload
WRITING_ARCHITECT.zip!__MACOSX/WRITING_ARCHITECT/._NARRATIVEOS_v24_3_PROJECT_DEPLOYMENT_LAYER.docx,docx,219,0,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Writing_Architect_Complete_Audit_Report.docx,docx,29510,0,4f0679851c16a8f7681ed462e8384075df9696eb9898693f5a6bd22e37e10bcc,payload
WRITING_ARCHITECT.zip!__MACOSX/WRITING_ARCHITECT/._Writing_Architect_Complete_Audit_Report.docx,docx,275,0,f96d76ba1cf50a6def9a9f90c150eeaa817dbeb39721e75b0ac9059228d1e6f1,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Unified_Writers_Room_System_v4.1.docx,docx,51542,0,b4dc89cba87f991652087f34dcf4d98a5f026121d7811fc13ac9686ffe299840,payload
WRITING_ARCHITECT.zip!__MACOSX/WRITING_ARCHITECT/._Unified_Writers_Room_System_v4.1.docx,docx,219,0,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/SOVEREIGN_MASTER_v1.4,4,88833,0,5567c8b9a3df245aad16a0d422a19bd6062c5caa4641273926056c404bdecf76,payload
WRITING_ARCHITECT.zip!__MACOSX/WRITING_ARCHITECT/._SOVEREIGN_MASTER_v1.4,4,219,0,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/SOVEREIGN_MASTER_v1.3,3,55936,0,173ca33ebf568b2c36460647dd51cd55be980605dc648db0f3766e5e523f5013,payload
WRITING_ARCHITECT.zip!__MACOSX/WRITING_ARCHITECT/._SOVEREIGN_MASTER_v1.3,3,219,0,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/NARRATIVEOS_v24_4_FINAL_SYSTEM.docx,docx,42995,0,bc841bb3c8e06caaf1cd57da29e0c656df49e54420c23911af5a4567a97b1bba,payload
WRITING_ARCHITECT.zip!__MACOSX/WRITING_ARCHITECT/._NARRATIVEOS_v24_4_FINAL_SYSTEM.docx,docx,219,0,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Complete_Author_Profile.docx,docx,137547,0,dcadd0e2de5cf234783f90f0615fc00553d07c2b7938aae3f4153f979514bbbd,payload
WRITING_ARCHITECT.zip!__MACOSX/WRITING_ARCHITECT/._Complete_Author_Profile.docx,docx,219,0,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/The_Voice_Architect.docx,docx,36448,0,5089425f1a386d5212355ead11949cd76d60d084ffe4168a95735fcd8d01df8b,payload
WRITING_ARCHITECT.zip!__MACOSX/WRITING_ARCHITECT/._The_Voice_Architect.docx,docx,219,0,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/NARRATIVEOS_v24_1_HARDENED_SYSTEM.docx,docx,44937,0,70800dfd3698fda66f5a952674025ff8d4dc3a31b3088c44082ff5002a7e6089,payload
WRITING_ARCHITECT.zip!__MACOSX/WRITING_ARCHITECT/._NARRATIVEOS_v24_1_HARDENED_SYSTEM.docx,docx,219,0,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/THE_ULTIMATE_AI_DETECTION_SYSTEM_v2.0_Implementation_Plan.docx,docx,53395,0,e7f001cb7cc80a463565b035a971bf6b4bd76d08f611209df8b09f1a11db482f,payload
WRITING_ARCHITECT.zip!__MACOSX/WRITING_ARCHITECT/._THE_ULTIMATE_AI_DETECTION_SYSTEM_v2.0_Implementation_Plan.docx,docx,219,0,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Ultimately_Character_Profile.docx,docx,17226,0,3c92102bea91789bb56a9461a628de8d7bbf1821eebfcdfd045bee4af92e59dd,payload
WRITING_ARCHITECT.zip!__MACOSX/WRITING_ARCHITECT/._Ultimately_Character_Profile.docx,docx,219,0,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/FORGE_v3_3_Complete.docx,docx,48149,0,8fae23e55487dc3064eab278d35beac7fa87400f386b4315980dbe4707a9152f,payload
WRITING_ARCHITECT.zip!__MACOSX/WRITING_ARCHITECT/._FORGE_v3_3_Complete.docx,docx,275,0,97313b20960a61dc1d4864afce942379ebb595aaefec2d4eaee27cd1f9469aff,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/AI_Provenance_Verification_System_v1.0.docx,docx,49018,0,938800ac14fc0bebd244a09e612a284e53ca34a53fdb92beec43d099788781f4,payload
WRITING_ARCHITECT.zip!__MACOSX/WRITING_ARCHITECT/._AI_Provenance_Verification_System_v1.0.docx,docx,219,0,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip,zip,5699217,0,d3b50d72240862f44edcfcbe7c1c7e751f4550184359daab8695b11952846b9e,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip,zip,5295641,1,215d777d929770cd15026b13478dc12a6128406173772fb0845cbcea4405abc0,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/CH01_BLUEPRINT.docx,docx,36641,2,b6830e95b80f84b76fc173853b750f00fdafb516c2a9508dddd826f8f7016312,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/._CH01_BLUEPRINT.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/SYSTEM_README.docx,docx,36716,2,dc48095f5634e5b6ad3028c785329b23c98b9bbbed52f60664a9efdf2300ed4c,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/._SYSTEM_README.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/CH02_BLUEPRINT.docx,docx,36641,2,113c268cac923dee63a33f8ee6bacdaa46b3cfae1c88aef68f8a05cd7c76b45e,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/._CH02_BLUEPRINT.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/MANUSCRIPT_MASTER.docx,docx,36639,2,9030721938bd5190775d4841308a187cf2aee7c3e55e2070fa8d4663d9b8493b,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/._MANUSCRIPT_MASTER.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_operation_routes.docx,docx,38092,2,59436d6cc8e184d690fe175872872a572972fa6f205618d9ded8be4e913afaec,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._runtime_operation_routes.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_replay_policy.docx,docx,37545,2,6df2cbe95002c73ffe1667e575b67331496fe5738f3c5625806ad5a7a50aa5d7,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._runtime_replay_policy.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_trace_and_checkpoint.docx,docx,37169,2,2a2c268ef36a057cc2e2848bbcb00a99b61a5c51c28a64fb63f28b041baedabe,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._schema_trace_and_checkpoint.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_trace_parity_map.docx,docx,37501,2,aeb093f264c8ccf4a0818e4888b33b264189c0c4d62ef9ff7f2550249a311ab0,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._runtime_trace_parity_map.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_live_validation_protocol.docx,docx,37301,2,75119dc6d605f54bcb8b0707d01aea11e9c737f5cf47532437b2f663aef1e0cd,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._runtime_live_validation_protocol.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_equivalence_test_map.docx,docx,36872,2,0611240b32394016e7604d381e6be7752b33a565b8e20609fb05c6ffda6cbdff,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._runtime_equivalence_test_map.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_shadow_mode_policy.docx,docx,37619,2,30956d3c7272c5eee685b9568ac01dc268e1cf68e3df8d701442d50b909ad49d,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._runtime_shadow_mode_policy.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_override_control_rules.docx,docx,37513,2,aba558c91884f3e869936b4d34483f8689083e571680fe2a0831521ca58f4a6c,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._runtime_override_control_rules.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_trace_policy.docx,docx,37895,2,4d48ba323dea8921e46c8a030a5293476942e2e926e19c01de69b714683e1fb4,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._runtime_trace_policy.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_approval_decision_records.docx,docx,36914,2,f834c0f9ea918093c7b70e36a911cf527577fceb6a823386417c89e6e9c9c487,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._schema_approval_decision_records.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_baseline_state_registry.docx,docx,37941,2,67565cb70d7d0b03b46de1e9f2ba5dc396558d6ef9c00f9dcbfea14f3427e67d,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._runtime_baseline_state_registry.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_engine_equivalence_matrix.docx,docx,36918,2,4b738dd92c90210f5cd6256a6eb0f955d043c152f708297ce4c5f5474ab59981,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._runtime_engine_equivalence_matrix.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_handoff_trace_records.docx,docx,36896,2,018134d2f612749fdaeba4f32d3905f873eca7de2a36b7aecc27f66e83306cd6,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._schema_handoff_trace_records.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_trace_event_records.docx,docx,36892,2,a5ce61b294f7de395737b14005ddec5555dbdf58652810089b778b32ac7ee931,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._schema_trace_event_records.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_promotion_registry.docx,docx,37623,2,160e5d9ba5fd0d186eb61d9b25d630c9090486efea92b2a8b7ef6bb8abf66a2a,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._runtime_promotion_registry.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_failure_observation_rules.docx,docx,37467,2,c521cbe0decb1e3a43ce8d1ca1dfa13569238889aa5d088af46ac9746fc513e9,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._runtime_failure_observation_rules.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_observability_summary_records.docx,docx,36915,2,fb50727a8bf6e3465c3de9ad41135fc2caec0eaf08979564a298ea00e0c6fbb4,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._schema_observability_summary_records.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_handoff_trace_rules.docx,docx,37370,2,fbcb88bdca7bdeaae4902f5ad482cb1ddbc695614730d6881f5bf7898c455eb6,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._runtime_handoff_trace_rules.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_runtime_replay_records.docx,docx,36893,2,89b1ba40be79abcdcc9a757f9972aa7697d5045c23a88d388491ea0240d21a2b,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._schema_runtime_replay_records.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_live_test_scenarios.docx,docx,37744,2,f3c5c503d653c95095fabd8443d8c5021516ff29a8d63ebf112c0ddd1d323031,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._runtime_live_test_scenarios.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/schema_runtime_trace_records.docx,docx,36911,2,ca7eeaef92635d91414931ad4258ef8291ec359a15b6c00024405ee00e275337,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._schema_runtime_trace_records.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!WRITING_SYSTEM/RUNTIME/runtime_approval_enforcement_policy.docx,docx,37740,2,02cb4b9d2beb37f3571f5df7a1286447e8f4599f8ec46d55ddab752edf5adb91,payload
WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/WRITING_SYSTEM.zip!__MACOSX/WRITING_SYSTEM/RUNTIME/._runtime_approval_enforcement_policy.docx,docx,219,2,183d5f9ccea67024dcb7092db8834c69e7c17eabb356a6f322b8cc5b5563dfc0,packaging
